text,label
"That literally hurt my brain and made me laugh while I was reading it , it 's so ridiculous that you really ca n't do anything else .",noHate
"Over and over , you hear about home-schooled kids beating out public school kids for spelling bees .",noHate
"I was beaten and robbed by two natives last year and over the last couple of years I have watched downtown turn into black , brown and yellow town. the food court at Portage place has started to remind me of the creature cantina from star wars .",hate
"If this stupid brown savages would stop slaughtering animals or worshipping them ( like they do in India ) , maybe they would n't be starving and so poor .",hate
I think you will find that this .org is one of the best on the web .,noHate
Having recently traveled to London I was disgusted by how non-white the city had become .,hate
Thank Odin they do n't try to come in the modern day .,hate
I was really worried about this one because I thought a bunch of groids were going to hop out of the cars signifying the town to get so excited and the women to remove clothing ....,hate
"All the jews I have ever known will do anything for money , and all I can say is there are no good jews",hate
Yes! hatred of the English is very real and it 's not going to get better any time soon .,noHate
"my kids want to hang around and bring a couple of nigs into the house .if i do.some members of my family will blank me.if i dont allow it. the kids themselves will blank me for a while , so either way i cant win",noHate
Living expenses in Stockholm are very high and some poor Swedes and other Whites have no choice but to live in non-white suburbs .,hate
With Black girls it takes a baseball bat - who carries a mu-ff' in baseball bat on a date ??,hate
That Ca n't be good !!,noHate
Thanks for your interest !,noHate
"This was the first silent movie I saw , the first movie I saw starring Lillian Gish , who is now one of my favourite actresses .",noHate
"New York 's Old Pennsylvania Station , What a tragic loss , to promote Jewish `` Modern '' filth , no surprise !",hate
They should be forced to wear the hijab to show that they are different from us .,hate
"However , Loki is a trickster god within Norse mythology .",noHate
Why on earth are the swedish parents letting their Kids grow up in an ethnic school !,hate
I for one plan to hang the last jew with the guts of the last capitalist .,hate
"Police say 19-year old Tyrus Shields threatened the victim with a knife on October 21st , then assaulted the girl twice .",noHate
"They are no better than their daughters , they should have disowned them instead of parading a kid around town that looks nothing like them .",hate
"Get over it ! if your white and racially aware , join the army and respect your white brothers and sisters !",noHate
Works for me .,noHate
"They did the same thing down here in MS. My nephew said they were doing the same as you described , acting like a bunch of wild animal 's .",noHate
Welcome to the fight .,noHate
There's so many good choices it 's hard to pick just one all time favorite .,noHate
I wonder how they 'll paint them up plus the 1million or more illegals who are working in the service industry living in their bosses ' cupboards .,hate
"All of ukraine is Russia/Poland/Romania , you fake ukrainians .",hate
Even a child has enough muscle to pull a trigger or cut flesh .,noHate
I recommend Quex to watch first .,noHate
Not only did he not sell a car he ended up in court and 500euro lighter in the pocket from his latest meeting with a Negro .,noHate
Lager scale .,noHate
They wo n't talk to me anymore and I wo n't go to church with them anymore .,noHate
The Jew represents the snake .,hate
This is another tool that you will need not that im a expert god knows I only have that ged to fall back on .,noHate
http://www.youtube.com/watch ? v = vaEZZnW _ MJo,noHate
If lies were money he would be the richest negro in the world,hate
"Ya know , if they can sell this stuff to White women , what CAN' T they sell them ? They could literally spread dog poop on a bun and charge $ 10 a sandwich ... I ca n't wait to see the commercials and watch some beauty like Sandra Bullock sink her teeth into it !!",noHate
Does anyone else ever have the feeling that Churchill was only fighting the Germans rather than NS as he was he acted like he was surprised at the Nurnberg trials ?,noHate
"Thank you , C _ R.",noHate
I love my big dog ...,noHate
"Yes and unfortunately the Mayans were eating it well over 1,500 years ago !",noHate
"Hell , the way we are deliberately poisoning ourselves I 'm surprised we have lasted this long !",noHate
It 's massive .,noHate
I do n't think we want to throw them under a bus but they certainly are stealing our livelihoods and forcing up our rents and house prices .,hate
Why White people used to say that sex was a sin used to be a mystery to me until I saw the children of browns and mixed race children popping up all around me .,hate
"if i end up with kids i would prefer to home school them. i worry about it though as i am not very intelligent , nor do i have experience with kids or educating them. i guess i couldnt do much worse than the public schools though. i do have a kind of plan as far as social skills. i would put my kids in sports and classes like gymnastics and karate .",noHate
