,ID,Text,Hate,HD,CV,VO,REL,RAE,SXO,GEN,IDL,NAT,POL,MPH,EX,IM
23584,6486,That is exactly what went through my head....Hill burning dead bodies 😱,0,0,0,0,,,,,,,,,,
23634,10877,"Evie, I can procreate with your other half. ",0,0,0,0,,,,,,,,,,
23635,10877,"Evie, I can procreate with your other half. ",0,0,0,1,,,,,,,,,,
23710,15603,---You aren't free of adultery until she is begging for the d and you refuse.,0,0,0,0,,,,,,,,,,
23711,15603,---You aren't free of adultery until she is begging for the d and you refuse.,0,0,0,1,,,,,,,,,,
23719,16417,"lol--HOLY SHIT I never thought of that.  Gotta admit, their tactics are fucking genius.  But they have had 1000s of years to polish them.  Like cigarettes--HAS SUGAR IN IT making it very difficult to quit.  Especially chewing tobacco.",0,0,0,0,,,,,,,,,,
23720,16417,"lol--HOLY SHIT I never thought of that.  Gotta admit, their tactics are fucking genius.  But they have had 1000s of years to polish them.  Like cigarettes--HAS SUGAR IN IT making it very difficult to quit.  Especially chewing tobacco.",0,0,0,1,,,,,,,,,,
23737,17368,Then out to the back porch swing for a quick rub job thru the trousers and titty feels before heading home for the night.,0,0,0,0,,,,,,,,,,
23738,17368,Then out to the back porch swing for a quick rub job thru the trousers and titty feels before heading home for the night.,0,0,0,1,,,,,,,,,,
23778,20594,Trumps 1st year was all about salvaging the country.  Mission accomplished!  Trumps 2nd year will be about savaging all of America's enemies.  #TheStorm #QAnon #DeepState Domestic enemies...  They cannot hide.,0,0,0,1,,,,,,,,,,
23779,20594,Trumps 1st year was all about salvaging the country.  Mission accomplished!  Trumps 2nd year will be about savaging all of America's enemies.  #TheStorm #QAnon #DeepState Domestic enemies...  They cannot hide.,0,0,0,0,,,,,,,,,,
23804,22116,"Chelsea Clintons mouth reminds me of a Bowling Alley, with far too many pins..",0,0,0,1,,,,,,,,,,
23805,22116,"Chelsea Clintons mouth reminds me of a Bowling Alley, with far too many pins..",0,0,0,0,,,,,,,,,,
24025,14441,"I used to hike here at Red Rock Canyon when I lived in Las Vegas 1999-2001   before all the shit happened.  I worked at the New Aladdin Casino, three nights a week now re-named Planet Hollywood..... you know the rest! [Video]  https://www.youtube.com/watch?v=cRaNwPGcQcM",0,0,0,0,,,,,,,,,,
24027,14441,"I used to hike here at Red Rock Canyon when I lived in Las Vegas 1999-2001   before all the shit happened.  I worked at the New Aladdin Casino, three nights a week now re-named Planet Hollywood..... you know the rest! [Video]  https://www.youtube.com/watch?v=cRaNwPGcQcM",0,0,0,1,,,,,,,,,,
24096,21111,I divide my time between not giving a fuck about Reese Witherspoon and actively disliking Reese Witherspoon ,0,0,0,1,,,,,,,,,,
24097,21111,I divide my time between not giving a fuck about Reese Witherspoon and actively disliking Reese Witherspoon ,0,0,0,0,,,,,,,,,,
24179,1254,"The flag of oppression you mean. Read more, gab less you dolt. Start here and with your Bible. Read something beside the racing forum..  https://www.amazon.com/Britains-Empire-Resistance-Repression-Revolt/dp/1844677389/",0,0,0,1,,,,,,,,,,
24180,1254,"The flag of oppression you mean. Read more, gab less you dolt. Start here and with your Bible. Read something beside the racing forum..  https://www.amazon.com/Britains-Empire-Resistance-Repression-Revolt/dp/1844677389/",0,0,0,0,,,,,,,,,,
24293,10651,Cock! Teach a parrot a new word and watch him use it without actually knowing what it means! Must have been talking in His sleep 😂,0,0,0,0,,,,,,,,,,
24294,10651,Cock! Teach a parrot a new word and watch him use it without actually knowing what it means! Must have been talking in His sleep 😂,0,0,0,1,,,,,,,,,,
24411,22215,Levin can be an ass on his radio show always shitting on his callers. Its hilarious ,0,0,0,0,,,,,,,,,,
24412,22215,Levin can be an ass on his radio show always shitting on his callers. Its hilarious ,0,0,0,1,,,,,,,,,,
24462,26893,I doubt it he finished his high school !!!!,0,0,0,0,,,,,,,,,,
24463,26893,I doubt it he finished his high school !!!!,0,0,0,1,,,,,,,,,,
24517,3783,Not really the west had a code that women were held to up till the 1960s we want to go back to where u would have white kids and raise them while we work lol ,0,0,0,1,,,,,,,,,,
24518,3783,Not really the west had a code that women were held to up till the 1960s we want to go back to where u would have white kids and raise them while we work lol ,0,0,0,0,,,,,,,,,,
24563,8144,"The powers that be will just create phony bullshit jobs for people to work, they won't give out free money with no strings attached.  Impose a new burdensome set of regulations, then create a million jobs enforcing those regs. Those workers will be wholly dependent on their masters.",0,0,0,1,,,,,,,,,,
24564,8144,"The powers that be will just create phony bullshit jobs for people to work, they won't give out free money with no strings attached.  Impose a new burdensome set of regulations, then create a million jobs enforcing those regs. Those workers will be wholly dependent on their masters.",0,0,0,0,,,,,,,,,,
24782,23738,Please stop this Mr President!!!  https://goo.gl/JX77wU  via @steadfastloyal,0,0,0,0,,,,,,,,,,
24783,23738,Please stop this Mr President!!!  https://goo.gl/JX77wU  via @steadfastloyal,0,0,0,1,,,,,,,,,,
24864,1135,Chuck Schumer said Obamacare was a big f*cking deal.  And President Obama laughed.  Nobody complained about that language.  I think Trump needs to be Trump. Get over it.,0,0,0,0,,,,,,,,,,
24866,1135,Chuck Schumer said Obamacare was a big f*cking deal.  And President Obama laughed.  Nobody complained about that language.  I think Trump needs to be Trump. Get over it.,0,0,0,1,,,,,,,,,,
24921,3807,"It's not being a grammar Nazi, dummy.  I wrote my comment to you to trigger you into defending it. Mission accomplished.  Good luck dipshit!  ",0,0,0,0,,,,,,,,,,
24922,3807,"It's not being a grammar Nazi, dummy.  I wrote my comment to you to trigger you into defending it. Mission accomplished.  Good luck dipshit!  ",0,0,0,1,,,,,,,,,,
24960,8025,Sun goes black sack cloth do you really want to die for sake cobra shares in #gab plus other us corporations  Her royal majesty won’t have you here she sore now but you won’t be renewed only judged till end Satan cobra kills you ,0,0,0,0,,,,,,,,,,
24962,8025,Sun goes black sack cloth do you really want to die for sake cobra shares in #gab plus other us corporations  Her royal majesty won’t have you here she sore now but you won’t be renewed only judged till end Satan cobra kills you ,0,0,0,1,,,,,,,,,,
24973,8597,It disturbs me that this poster is supposed to represent American women as ones who make their statements while defiling an American flag by draping it over a topless body.  That is not America. That is not an American woman. That is a dirty ho drawing attention to herself and you men applaud it.,0,0,0,0,,,,,,,,,,
24974,8597,It disturbs me that this poster is supposed to represent American women as ones who make their statements while defiling an American flag by draping it over a topless body.  That is not America. That is not an American woman. That is a dirty ho drawing attention to herself and you men applaud it.,0,0,0,1,,,,,,,,,,
25131,23834,#Trump Warns European Allies: Fix Iran Nuclear Deal’s ‘Disastrous Flaws’ — or America Withdraws  https://truepundit.com/trump-warns-european-allies-fix-iran-nuclear-deals-disastrous-flaws-america-withdraws/,0,0,0,0,,,,,,,,,,
25132,23834,#Trump Warns European Allies: Fix Iran Nuclear Deal’s ‘Disastrous Flaws’ — or America Withdraws  https://truepundit.com/trump-warns-european-allies-fix-iran-nuclear-deals-disastrous-flaws-america-withdraws/,0,0,0,1,,,,,,,,,,
25306,10233,#MAGA Fools rush in where angels dare to tread. We elected someone who would risk his life (and his family) to slay the dragons holding us prisoner. Expect courage not eloquence from this tiny knight the press jeers in his battle for our freedom. https://youtu.be/XCtIdpBocNA?t=34s,0,0,0,1,,,,,,,,,,
25307,10233,#MAGA Fools rush in where angels dare to tread. We elected someone who would risk his life (and his family) to slay the dragons holding us prisoner. Expect courage not eloquence from this tiny knight the press jeers in his battle for our freedom. https://youtu.be/XCtIdpBocNA?t=34s,0,0,0,0,,,,,,,,,,
25358,11145,For fucks sake! So many good musicians and actors died in the last 3 years but the fuckers stay for virtue signalling. %$§#,0,0,0,1,,,,,,,,,,
25359,11145,For fucks sake! So many good musicians and actors died in the last 3 years but the fuckers stay for virtue signalling. %$§#,0,0,0,0,,,,,,,,,,
25576,22837,If there is not any anal beads that play Christmas Carols there is money to be made there. ,0,0,0,1,,,,,,,,,,
25577,22837,If there is not any anal beads that play Christmas Carols there is money to be made there. ,0,0,0,0,,,,,,,,,,
25685,3530,"The best thing about the Pornbots on here has to be the broken English. ""If you want to sex with me."" It's like those shitty news bots on YouTube wrote this crap.",0,0,0,1,,,,,,,,,,
25686,3530,"The best thing about the Pornbots on here has to be the broken English. ""If you want to sex with me."" It's like those shitty news bots on YouTube wrote this crap.",0,0,0,0,,,,,,,,,,
25759,9346,I don't fucking need pity were mostly all the same,0,0,0,1,,,,,,,,,,
25760,9346,I don't fucking need pity were mostly all the same,0,0,0,0,,,,,,,,,,
25859,14878,The press probably hasn't tried to make a field day out of another president's health since William Howard Taft's 335 lb. self.,0,0,0,1,,,,,,,,,,
25860,14878,The press probably hasn't tried to make a field day out of another president's health since William Howard Taft's 335 lb. self.,0,0,0,0,,,,,,,,,,
25871,15555,White women and their groupthink never ceases to amaze.   Does anybody really think they would be defending Aziz Ansari's behavior if he was white?   https://twitter.com/yashar/status/953741102594646016?s=17,0,0,0,0,,,,,,,,,,
25873,15555,White women and their groupthink never ceases to amaze.   Does anybody really think they would be defending Aziz Ansari's behavior if he was white?   https://twitter.com/yashar/status/953741102594646016?s=17,0,0,0,1,,,,,,,,,,
25874,15711,For that to be accurate that would need to be either a photo of Hitlery or Obama,0,0,0,1,,,,,,,,,,
25875,15711,For that to be accurate that would need to be either a photo of Hitlery or Obama,0,0,0,0,,,,,,,,,,
25901,16644,Holy shit. /ourguy/ is on the JRE.  https://www.youtube.com/watch?v=OtL1fEEtLaA,0,0,0,1,,,,,,,,,,
25902,16644,Holy shit. /ourguy/ is on the JRE.  https://www.youtube.com/watch?v=OtL1fEEtLaA,0,0,0,0,,,,,,,,,,
25921,17374,THE REAL bill clinton  EVIL father & THIS LOAD DIDN'T END UP IN MONICA'S MOUTH,0,0,0,1,,,,,,,,,,
25922,17374,THE REAL bill clinton  EVIL father & THIS LOAD DIDN'T END UP IN MONICA'S MOUTH,0,0,0,0,,,,,,,,,,
25931,18235,Really Facebook? ,0,0,0,0,,,,,,,,,,
25933,18235,Really Facebook? ,0,0,0,1,,,,,,,,,,
26093,869,"Completely turning away from porn was one of the best decisions I ever made. Though it took effort, it was much easier than I thought it would be. I owe much to the provocations of anonymous shitlords. This is an expression of gratitude, and can hopefully serve as inspiration for others.",0,0,0,1,,,,,,,,,,
26094,869,"Completely turning away from porn was one of the best decisions I ever made. Though it took effort, it was much easier than I thought it would be. I owe much to the provocations of anonymous shitlords. This is an expression of gratitude, and can hopefully serve as inspiration for others.",0,0,0,0,,,,,,,,,,
26154,5457,did check the spam folder of course before ,0,0,0,1,,,,,,,,,,
26155,5457,did check the spam folder of course before ,0,0,0,0,,,,,,,,,,
26166,7010,"GOP CONGRESSMEN: The FISA Abuse at the DOJ Shithole Has Hit the Fan; THEY ALL Spied on Trump, Flynn #QAnon https://truepundit.com/watch-gop-congressmen-fisa-abuse-doj-shithole-hit-fan-spied-trump-flynn-videos/",0,0,0,0,,,,,,,,,,
26169,7010,"GOP CONGRESSMEN: The FISA Abuse at the DOJ Shithole Has Hit the Fan; THEY ALL Spied on Trump, Flynn #QAnon https://truepundit.com/watch-gop-congressmen-fisa-abuse-doj-shithole-hit-fan-spied-trump-flynn-videos/",0,0,0,1,,,,,,,,,,
26209,12232,nobody is ever going to be as big of a TOTAL ASSHOLE than me. ,0,0,0,1,,,,,,,,,,
26294,18877,I remember when twitter was dead like this...Every cunt was saying.. Facebook...,0,0,0,1,,,,,,,,,,
26296,18877,I remember when twitter was dead like this...Every cunt was saying.. Facebook...,0,0,0,0,,,,,,,,,,
26338,23551,"So many of the ""whites"" are actually #JEWS 👺",0,0,0,0,,,,,,,,,,
26339,23551,"So many of the ""whites"" are actually #JEWS 👺",0,0,0,1,,,,,,,,,,
26356,24774,"""Only an idiot sticks a mouse up his ass"" ",0,0,0,0,,,,,,,,,,
26357,24774,"""Only an idiot sticks a mouse up his ass"" ",0,0,0,1,,,,,,,,,,
26457,2517,"Same shit, different day. Too bad we don`t have Hillary in power, The survivors would be covering like starving dogs in perpetual winter as the nuclear clouds drifted across the planet. ",0,0,0,0,,,,,,,,,,
26460,2517,"Same shit, different day. Too bad we don`t have Hillary in power, The survivors would be covering like starving dogs in perpetual winter as the nuclear clouds drifted across the planet. ",0,0,0,1,,,,,,,,,,
26496,4555,"Please, please, please. To anyone reading this: Please do not circumcise your children. I beg of you. ",0,0,0,1,,,,,,,,,,
26497,4555,"Please, please, please. To anyone reading this: Please do not circumcise your children. I beg of you. ",0,0,0,0,,,,,,,,,,
26578,9227,scaring the shit out of moms ,0,0,0,1,,,,,,,,,,
26579,9227,scaring the shit out of moms ,0,0,0,0,,,,,,,,,,
26633,11066,Shit down his throat. I'll put my gifted IQ against his lucky-to-get-through college IQ any day.,0,0,0,0,,,,,,,,,,
26636,11066,Shit down his throat. I'll put my gifted IQ against his lucky-to-get-through college IQ any day.,0,0,0,1,,,,,,,,,,
26681,13647,"I'm going to pass. The open bitchiness is a turn off. That should have been taken offline. If Gab isn't up to your standards, you can try your luck on other social networks. I'm sure they will accommodate your free speech needs.",0,0,0,1,,,,,,,,,,
26682,13647,"I'm going to pass. The open bitchiness is a turn off. That should have been taken offline. If Gab isn't up to your standards, you can try your luck on other social networks. I'm sure they will accommodate your free speech needs.",0,0,0,0,,,,,,,,,,
26715,15241,I'm calling now. The #PATRIOTS are going to win EVERY SUPERBOWL that DONALD TRUMP is in OFFICE! @PriscillaValentine‍ @Shepherd‍ @leamorabito‍,0,0,0,1,,,,,,,,,,
26716,15241,I'm calling now. The #PATRIOTS are going to win EVERY SUPERBOWL that DONALD TRUMP is in OFFICE! @PriscillaValentine‍ @Shepherd‍ @leamorabito‍,0,0,0,0,,,,,,,,,,
26928,25842,Lmfao Laura Jewmer is going to be on a stream with Mr. Metokur? That should be interesting. Enjoy.,0,0,0,1,,,,,,,,,,
