,text,class
15137,"RT @ExquiZiteBeauty: &#128584;&#128584;&#128584; RT @iDocLyfe: Gave her that ""move it lil nigger"" push smh.. http://t.co/eYbWLVukim",explicit_hate
15140,RT @FAAMMoverALL: This nigguh Chris Paul,explicit_hate
15153,"RT @FaZeDedo: To the rejects who constantly call my house and are threatening to rape my mom, karma's a bitch. Rot in hell, faggots.",explicit_hate
15175,RT @FeelinYurTHROAT: Don't watch me you beta watch your bitch nigga!,explicit_hate
15185,RT @FemsHaveBallz: You can no longer run a business n America unless it's deemed acceptable by 1 political group of retards known as democr&#8230;,explicit_hate
15197,"RT @Fit4LifeMike: @Whitecholo23 @chanelisabeth true i need to sleep to make them Gainz bruh!! So all the hoes stay Mirin ;p 
Alright, later&#8230;",explicit_hate
15269,RT @Fucking_Garza: I wanna sleep but I'm outside with this nigger lol trying to hang him,explicit_hate
15272,RT @FunSizedYogi: @TheBlackVoice well how else will white ppl get us to forget our horrific past other than to paint a pretty picture of ho&#8230;,explicit_hate
15289,RT @FunnyPicsDepot: White trash warfare pt 3 https://t.co/zboIyjnfl9 &#128514;&#128514;&#128514;,explicit_hate
15293,RT @FunnyPicsDepot: pussy ass nigga http://t.co/lXONrmTQTK,explicit_hate
15308,RT @GMB_Ace: I'm a Get Money nigga So da hoes Love me,explicit_hate
15372,RT @GottaLuvLexci_: &#128557;&#128557;&#128557;&#128557;&#128557; RT @MyHips_DntLie: Tight pants and loud colors!!! You look like a fag! &#128557;,explicit_hate
15420,RT @HG_Shit: Mfs still in the same spot as 3yrs ago. Beefing with the same nighas. Sleeping with the same hoes. Eating from the same restau&#8230;,explicit_hate
15453,RT @HeidiL_RN: Fuck Islam you pigfucking trash troll. @ItsJustMe7o7 @MzKeriEvans @ctbauza,explicit_hate
15501,"RT @HoboKarl: While the men will often be rambling and retarded, the women will appear trashy and tipsy, lawless and lustful http://t.co/A5&#8230;",explicit_hate
15516,"RT @Honey_GotBunns: @1stBlocJeremiah lmfaoo NEVER I be Dolo , I dont got no niggas, &amp; for my old hoes FUCK ALL THEM &#128074;&#128514;&#128514;&#128514;",explicit_hate
15522,RT @Hoodrichnick: Why ya niggas be gassin these wack ass bitches ? &#128553;&#128553;,explicit_hate
15550,RT @Hype: African colored car I push niggerous whips,explicit_hate
15556,"RT @IAmNiaRich: Nigga screamed like a Lil bitch lol 

https://t.co/b1qBnDPxdv",explicit_hate
15642,RT @Im_Thirst: That nigger made the shit out of my coffee.,explicit_hate
15645,RT @ImaLAGirl: Pillow talking too yo hoe hating on a nigga fuck around loose ya hoe like that &#128175;,explicit_hate
15653,RT @InfidelAlie: Yay for America &amp; Israel... we put in more Jew Hating muslim trash into our government! pathetic &amp; sickening,explicit_hate
15654,RT @InkMyHoleBody: This nigga is a fuckin faggot https://t.co/e3m6tujnhF,explicit_hate
15658,RT @Isa__Lopez: @D_Lo520 but you're still a faggot,explicit_hate
15659,RT @IsaidNick: niggers are so ignorant http://t.co/P9jDdVsRVb,explicit_hate
15660,RT @Italian_Montana: &#8220;@arosati96: The bromance between pat and ant is real&#8221; fuck that faggot,explicit_hate
15681,"RT @ItsSonGoku: When niggas ask me ""Where the hoes at?"" http://t.co/eg6gxgGzFC",explicit_hate
15688,"RT @Ivan_splash: ""Did u call me a bitch?""
""I said you were ACTING like one""
""So you just called me one nigga""
""Shut up bitch""",explicit_hate
15701,RT @JEN_JEN_2014: My old man has a white galaxy phone cuz he's a fag.,explicit_hate
15706,RT @JHarmelink182: The fox says you're a cunt.,explicit_hate
15707,RT @JHazeThaGod: You other niggas a call up a bitch to fight a bitch naw not me I'm whomp that trick so she can feel where I'm coming from,explicit_hate
15711,RT @JManziel2: &#8220;@RealZachK0enn: @JManziel2 You're a faggot&#8221;you're a Texas fan...,explicit_hate
15728,RT @JaclynDeeter: Well maybe you're a whore you stupid ugly homeless bitch,explicit_hate
15738,"RT @JakeWaller97: Do you ever just see someone's account and think ""wow what a faggot"" but at the same time you can't unfollow bc u can't m&#8230;",explicit_hate
15809,"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women &amp; children http:&#8230;",explicit_hate
15842,RT @JoeCaroselli1: Jameis Winston is a nigger,explicit_hate
15880,RT @Juicy_Squeaky: Any bitch who need a crowd to fight is clearly easily influenced &amp; weak minded &amp; most likely will commit suicide &#128514;&#128514;,explicit_hate
16008,RT @Kidd_BravO615: Nigga wanna bitch about a party y'all know my address knock at my door,explicit_hate
16009,RT @KidnapYoGranny: if u dont want your heart broken then dont check for a nigga who entertains hoes,explicit_hate
16018,"RT @KillAllSimps: Miley Cyrus pussy probably taste like wet dog, she has a negative ass, and the bitch looks like Justin Bieber, she so ove&#8230;",explicit_hate
16059,RT @KissMy_klASSy: Exactly. .same shit I said&gt;&gt;&gt; @Im_Yung_Jay: So nobody think Mimi was outta line for inviting Stevie J to the gay nicca v&#8230;,explicit_hate
16069,RT @KoolQueef: I color my entire arm black with a sharpie and fist my wife's asshole just so she knows what a nigger dick feels like.,explicit_hate
16072,RT @Kriegsson: On Nigger Day we honor nigger traditions by not working.,explicit_hate
16089,"RT @KxRxSxB: We all know that one person that could say anything and you just look at them thinking ""you're retarded, stfu"" #stupidBitches",explicit_hate
16103,RT @LANURSE1: Here is a #MichaelBrown supporter. She says whites are just evil albino black babies. Seriously? #tcot @KLSouth http://t.co/P&#8230;,explicit_hate
16131,RT @Lady_BlahBlah: furrybah *in my PayPay voice* RT @80sbaby4life: The hoes are for EVERYBODY my nigga!,explicit_hate
16178,RT @Leslieeeixta: Bdubs is packed with beaners &#128557;&#128514;,explicit_hate
16191,RT @LiamGeraldShone: @vernon1488 @AranNicolWHUFC @DSaend get fucked you racist inbred hillbilly fuck,explicit_hate
16226,RT @Lil_A47: @Vonteeeeee typical coon activity,explicit_hate
16306,RT @LuieSanches: PROUDLY a racist. u dumb nigger,explicit_hate
16323,RT @MANIAC3X: @Buckm00se I'd rather be from a rancho then live in ghetto ass urban areas with niggers and nigger impersonators. Adopting ni&#8230;,explicit_hate
16324,RT @MANIAC3X: @NotoriousBM95 @Woody_AFC @_WhitePonyJr_ @santi_4l @Bamoose12 start crying and stalking him faggot. I want to laff,explicit_hate
16325,"RT @MANIAC3X: @larryx2010 @FloydMayweather not gonna happen the coward nigger gets lit up. He knows it. ""PAC has to sign to TMT"" but why di&#8230;",explicit_hate
16329,"RT @MAfreedom: If you dont see the connection between legitimizing the queer lifestyle, and an increase in STD's and sexual deviancy- yo ...",explicit_hate
16343,"RT @MXLLXVV: ""@VivaLAJuicyy69: ----&gt; tragedy smh RT @MXLLXVV: Niggas don't know you but will throw dirt on your name for the pussy you h&#8230;",explicit_hate
16418,RT @Meet_Nallah: &#8220;@mckenxcassie: Some of y'all hoes so worried about y'all eyebrows y'all forgot y'all had a mustache &#128514;&#128557;&#128557;&#8221; LMAO,explicit_hate
16421,RT @MelechT: Apartheid. &#8220;@No_Cut_Card: pedestrian check = show me your freedom papers you darkies.&#8221;,explicit_hate
16439,RT @MichaelGT03: Happy birthday freshman faggots @cooopster98 @Chase123456718,explicit_hate
16448,"RT @MidniteBoss: If you snipe, you're a fucking faggot. I fucking hope all of you snipers get fucking raped and suffer from cancer.",explicit_hate
16489,"RT @Mitchellharri: Dont be a faggot, cover your mouth when you fkn cough or sneeze, I got a immune system to keep strong asshole",explicit_hate
16499,RT @Moisessp14: Look at u now u pregnant stupid bitch lol,explicit_hate
16522,RT @MrHoratioSanz: Vin Scully once called me a camel jockey. #liesaboutvinscully,explicit_hate
16542,"RT @MrzSixTrue: Ill break a Bitch down, like the pussy she is.",explicit_hate
16569,RT @MyFriendsRap: You hoes need to stop dressing y'all kids as Migos and Rappers that y'all fucked. Lil nigga just wanted to be a power ran&#8230;,explicit_hate
16591,"RT @NIGNORAMUS: Here's how your ""suggestion"" plays out @piersmorgan 

Racist: ha, those niggers stopped callin each other nigga 

The end",explicit_hate
16593,RT @NRoth44: Wow the stupid nigger in LeBron really came out there,explicit_hate
16595,RT @NYTMinusContext: kill whitey,explicit_hate
16606,RT @NateThaAlmighty: niggas talk more than bitches these days.,explicit_hate
16618,RT @Nekkohbk: I stopped caring about mcm when I noticed dykes where getting chose before me,explicit_hate
16623,RT @NerdAtCoolTable: RT @RealSheemBacc: For every bad bitch there is a nigga who treats them like shit &amp; yet they stay..... I wanna ...,explicit_hate
16679,RT @NoHoesNextDoor: If you claim Macklemore is your favorite rapper I'm also assuming you watch the WNBA on your free time faggot,explicit_hate
16686,RT @NoWomanIsRight: You can be a good girl all you want and those hoes still gonna get us niggas attention from time to time,explicit_hate
16690,RT @No_ahhh23: Happy birthday faggot! &#128536; @wagggggie,explicit_hate
16817,RT @Opatz1: Fuck michelle obama. That monkey doesnt belong in the white house,explicit_hate
16856,RT @PacDaGoat: I really hate attention seeking hoes. Hope they all die,explicit_hate
16857,RT @PacDaGoat: You a hoe if you give your number to another nigga while you got a man,explicit_hate
16887,RT @PeterpandaCat: @savanigga Sav is a fag,explicit_hate
16910,RT @PlainBlack_D: Get these trash ass niggas outta my stadium!!! &#128514;&#128514;&#128514;,explicit_hate
16912,RT @PluggedInPiff: Green azz niggas!!!! &amp; yall new bitches condone dat sucka activity dat why they keep doin it!!!,explicit_hate
16923,RT @Poochda63: I go to take the trash out and a darkskin nigga stole my damn garbage,explicit_hate
16988,RT @RIPvuhsace: I hate taking a shit at public places bc i feel like a faggot when im placing the toilet paper on the toilet seat,explicit_hate
17022,RT @RakwonOGOD: U hoes going to church this morning like y'all wasn't busting it wide open for niggas about 4 hours ago,explicit_hate
17103,RT @Ride907: If some little fucking faggot spits in my food I swear to god id tear your fucking arms off http://t.co/EQociANZ77,explicit_hate
17104,RT @RihannaHasAids: aight game over. dykes had to ruin it http://t.co/o0CAn6gb1p,explicit_hate
17128,"RT @RollingWithTrin: ""1, 2, 3, 4, how many niggers are in my store? I knowwww you're stealing!"" &#128514;&#128514;&#128514;",explicit_hate
17134,RT @RosieZaya1: Ur fucking white trash,explicit_hate
17152,RT @SAMMI_boyden: Fucking James tried to tell me Jawga Boys sucked. I went ape shit dude @savanigga @OfficialDThrash @jawgaboyz,explicit_hate
17174,RT @STROCORLEONE @ThoughtsOfRandy @Yummys_World all deze hoes got past demons in em... YOLO nigga lol + Hahahahaha,explicit_hate
17176,"RT @SUCKEDOFF: 3 MOST COMMON WHITE PEOPLE ACTIVITIES:

1. Wearing Tapout

2. Shooting up schools

3. Calling you a nigger on Xbox",explicit_hate
17186,RT @SalamanCode: Proof that thots are retarded. http://t.co/rHJSlL9i9f,explicit_hate
17187,"RT @SalomaeSadiqa: It's because you can't bend me, you can't buy me and you can't make me into your nigger! #Farrakhan #TheTime",explicit_hate
17190,RT @Sam_James3: @will123_william @haydenhill13 @aknadnrye @khalilreed I don't care tho cracker,explicit_hate
17226,RT @SeanPrice: This nigger tattoo show is horrible,explicit_hate
17257,"RT @Seymor_Buccs: Man, most of you coons couldn't jus up in quit yo job, if you found out ya boss racist, so shut tha fucc up. Niggas love &#8230;",explicit_hate
17335,"RT @Slanguage: Stop flattering yourself, bitch. The only fan you have is on your ceiling.",explicit_hate
17355,RT @SnipersInPeril: @ShinSnipes happy birthday my little cotton picker,explicit_hate
17358,"RT @SnowThaProduct: i can do somethin good but im always gon be a ""wetback"" coo.. &#9996;",explicit_hate
17445,"RT @SteveStfler: ur a faggot if you change your name to your bday just so you can get bday tweets. this aint FB nigga, fuck yo birthday",explicit_hate
17488,RT @SwaaggyyV: Fucking chinks in Clash of Clans always fuck me up. Bitch ass kamikaze faggots.,explicit_hate
17509,RT @TAXSTONE: Niggaz like all them naked bitches on IG pics NIGGAZ DONT LOVE EM,explicit_hate
17552,RT @Tae_Rhodes: &#8220;@kim92493: &#8220;@Tae_Rhodes: @kim92493 @patpatbush uhhh you've been judged&#8221; it happens. #whitepower...I'll hang you nigger&#8221; wo&#8230;,explicit_hate
17558,RT @TankTopshotta: A real nigga gone teach his bitch the game not run it on her &#128582;&#128130;&#128520;,explicit_hate
17582,RT @Tease: RT or you're a fag. http://t.co/4Ol82rdeqX,explicit_hate
17606,"RT @ThatBajanKidd: #NeverAskABlackPerson if her hair is hers . she will hit you with a ""bitch i bought it , so it's mine"" .",explicit_hate
17627,RT @TheAfricanSiren: Automatically suspicious of white folk who try too hard to show they like us darkies.,explicit_hate
17643,RT @TheChrisCates: Look at this faggot http://t.co/db7SIri8qg,explicit_hate
17695,"RT @TheOnlyReed: IDC what phone u got, lol silly nigger",explicit_hate
17757,"RT @Theprinceofnj: &#8220;@SMCo71: "" if you aint bout that Murder Game pussy nigga shut up ""&#8221;252 GANG &#128514;&#128514;&#128514;&#128514;&#128514;",explicit_hate
17787,"RT @Tiqqz: @ShinSnipes i woke up with a sore throat, im cold, niggers will be niggers. so terrible",explicit_hate
